site_code;item_raw;item_phylum;item_class;item_ord;item_fam;grp1;grp3;grp6;grp7
mari;Labridae_juv;Chordata;Actinopterygii;Perciformes;Labridae;Actinopterygii;Actinopterygii;Actinopterygii;Actinopterygii
mari;Ptychodera_sp;Hemichordata;Enteropneusta;NA;Ptychoderidae;Hemichordata;Hemichordata;Worm;Worm
mari;Kraussia_rugulosus;Arthropoda;Malacostraca;Decapoda;Xanthidae;Brachyura;Malacostraca;Decapoda;Decapoda
mari;Calcinus_sp;Arthropoda;Malacostraca;Decapoda;Diogenidae;Anomura;Malacostraca;Decapoda;Decapoda
mari;Alpheus_ventrosus;Arthropoda;Malacostraca;Decapoda;Alpheidae;Shrimp;Malacostraca;Decapoda;Decapoda
mari;Gastropoda;Mollusca;Gastropoda;Littorinimorpha;Naticidae;Gastropoda;Gastropoda;Gastropoda;Gastropoda
mari;Holothurians;Echinodermata;Holothuroidea;NA;NA;Holothuroidea;Holothuroidea;Holothuroidea;Holothuroidea
mari;Sipunculidae_frags;Sipuncula;NA;NA;NA;Sipuncula;Sipuncula;Worm;Worm
mari;Stenatherina_temmincki;Chordata;Actinopterygii;Atheriniformes;Atherinidae;Actinopterygii;Actinopterygii;Actinopterygii;Actinopterygii
mari;Atys_sp-Cerithium_sp;Mollusca;Gastropoda;Cephalaspidea;Haminoeidae;Gastropoda;Gastropoda;Gastropoda;Gastropoda
mari;Spatangoids;Echinodermata;Echinoidea;Spatangoida;NA;Echinoidea;Echinoidea;Echinoidea;Echinoidea
mari;Sabellids;Annelida;Polychaeta;Sabellida;Sabellidae;Annelida;Annelida;Worm;Worm
mari;Cyclopoida;Arthropoda;Hexanauplia;Cyclopoida;NA;Copepoda;Hexanauplia;Zooplankton;Zoopk_crust
mari;Semelangulus_sp;Mollusca;Bivalvia;Veneroida;Tellinidae;Bivalvia;Bivalvia;Bivalvia;Bivalvia
mari;Sand_Foraminifera;NA;NA;NA;NA;Foraminifera;Foraminifera;Foraminifera;Foraminifera
mari;Copepods_metanauplii;Arthropoda;Hexanauplia;NA;NA;Zooplankton;Hexanauplia;Zooplankton;Eggs_larvae
mari;Tanaid isopods;Arthropoda;Malacostraca;Tanaidacea;NA;Tanaidacea;Malacostraca;Zooplankton;Zoopk_crust
mari;Gastropoda;Mollusca;Gastropoda;Neogastropoda;Olividae;Gastropoda;Gastropoda;Gastropoda;Gastropoda
mari;Tetralia_glaberrima;Arthropoda;Malacostraca;Decapoda;Tetraliidae;Brachyura;Malacostraca;Decapoda;Decapoda
mari;Nebaliaceans;Arthropoda;Malacostraca;Leptostraca;NA;Leptostraca;Malacostraca;Zooplankton;Zoopk_crust
mari;Calymmichthys_goramensis;Chordata;Actinopterygii;Syngnathiformes;Callionymidae;Actinopterygii;Actinopterygii;Actinopterygii;Actinopterygii
mari;Gnatholepis_anjerensis;Chordata;Actinopterygii;Gobiiformes;Gobiidae;Actinopterygii;Actinopterygii;Actinopterygii;Actinopterygii
mari;Parapercidae;Chordata;Actinopterygii;Perciformes;Parapercidae;Actinopterygii;Actinopterygii;Actinopterygii;Actinopterygii
mari;Istiblennius_sp;Chordata;Actinopterygii;Blenniiformes;Blenniidae;Actinopterygii;Actinopterygii;Actinopterygii;Actinopterygii
mari;Algae_filaments_limestone_powder;NA;NA;NA;NA;Algae;Benthic autotroph;Benthic autotroph;Benthic autotroph
mari;Scleractinia_polyps;Cnidaria;Anthozoa;Scleractinia;NA;Scleractinia;Anthozoa;Anthozoa;Anthozoa
mari;Scleractinia_polyps_skeleton;Cnidaria;Anthozoa;Scleractinia;NA;Scleractinia;Anthozoa;Anthozoa;Anthozoa
mari;Algae_scrapings;NA;NA;NA;NA;Algae;Benthic autotroph;Benthic autotroph;Benthic autotroph
mari;Algae_scrapings_limestone_powder;NA;NA;NA;NA;Algae;Benthic autotroph;Benthic autotroph;Benthic autotroph
mari;Algae_filaments;NA;NA;NA;NA;Algae;Benthic autotroph;Benthic autotroph;Benthic autotroph
mari;Tetralia_sp;Arthropoda;Malacostraca;Decapoda;Tetraliidae;Brachyura;Malacostraca;Decapoda;Decapoda
mari;Gastropoda_eggs;Mollusca;Gastropoda;NA;NA;Zooplankton;Gastropoda;Zooplankton;Eggs_larvae
mari;Vermetidae_frags;Mollusca;Gastropoda;Littorinimorpha;Vermetidae;Gastropoda;Gastropoda;Gastropoda;Gastropoda
mari;Nemertinea;Nemertea;NA;NA;NA;Nemertea;Nemertea;Worm;Worm
mari;Foraminifera;Foraminifera;Globothalamea;Rotaliida;Calcarinidae;Foraminifera;Foraminifera;Foraminifera;Foraminifera
mari;Algae_sand;NA;NA;NA;NA;Algae;Benthic autotroph;Benthic autotroph;Benthic autotroph
mari;Algae_fronds_limestone_powder;NA;NA;NA;NA;Algae;Benthic autotroph;Benthic autotroph;Benthic autotroph
mari;Coralline_algae;Rhodophyta;Florideophyceae;Corallinales;NA;Coralline algae;Coralline algae;Coralline algae;Coralline algae
mari;scraped polyps and skeletal particles;Cnidaria;Anthozoa;Scleractinia;NA;Scleractinia;Anthozoa;Anthozoa;Anthozoa
mari;Scraped_Filamentous_algae;NA;NA;NA;NA;Algae;Benthic autotroph;Benthic autotroph;Benthic autotroph
mari;Algae_fronds_filaments;NA;NA;NA;NA;Algae;Benthic autotroph;Benthic autotroph;Benthic autotroph
mari;Algae_filaments_sand;NA;NA;NA;NA;Algae;Benthic autotroph;Benthic autotroph;Benthic autotroph
mari;Algae_fronds_filaments_sand;NA;NA;NA;NA;Algae;Benthic autotroph;Benthic autotroph;Benthic autotroph
mari;Dictyota_Padina_sp;Ochrophyta;Phaeophyceae;Dictyotales;Dictyotaceae;Algae;Benthic autotroph;Benthic autotroph;Benthic autotroph
mari;Dictyota_sp_limestone_powder;Ochrophyta;Phaeophyceae;Dictyotales;Dictyotaceae;Algae;Benthic autotroph;Benthic autotroph;Benthic autotroph
mari;Scarus_sp;Chordata;Actinopterygii;Labriformes;Scaridae;Actinopterygii;Actinopterygii;Actinopterygii;Actinopterygii
mari;Algae_pebbles;NA;NA;NA;NA;Algae;Benthic autotroph;Benthic autotroph;Benthic autotroph
mari;Mites;Arthropoda;Arachnida;NA;NA;Arachnida;Arachnida;Arachnida;Arachnida
mari;Pelecypoda_frags;Mollusca;Bivalvia;NA;NA;Bivalvia;Bivalvia;Bivalvia;Bivalvia
mari;Detritus_sand;NA;NA;NA;NA;Detritus;Detritus;Detritus;Detritus
mari;Algae_filaments_sand_limestone;NA;NA;NA;NA;Algae;Benthic autotroph;Benthic autotroph;Benthic autotroph
mari;Pteropods;Mollusca;Gastropoda;Pteropoda;NA;Pteropoda;Gastropoda;Zooplankton;Zoopk_others
mari;Algae_filaments_bitten;NA;NA;NA;NA;Algae;Benthic autotroph;Benthic autotroph;Benthic autotroph
mari;Algae_filaments_scraped;NA;NA;NA;NA;Algae;Benthic autotroph;Benthic autotroph;Benthic autotroph
mari;Algae_fronds_bitten;NA;NA;NA;NA;Algae;Benthic autotroph;Benthic autotroph;Benthic autotroph
mari;Algae_fronds_sand;NA;NA;NA;NA;Algae;Benthic autotroph;Benthic autotroph;Benthic autotroph
mari;Istiblennius_sp_eggs;Chordata;Actinopterygii;NA;NA;Zooplankton;Actinopterygii;Zooplankton;Eggs_larvae
mari;Winged_ant;Arthropoda;Insecta;Hymenoptera;NA;Insecta;Insecta;Insecta;Insecta
mari;Shrimp_nauplii;Arthropoda;Malacostraca;Decapoda;NA;Shrimp;Malacostraca;Decapoda;Decapoda
mari;Polychaetes larvae;Annelida;Polychaeta;NA;NA;Zooplankton;Annelida;Zooplankton;Eggs_larvae
mari;Chromis_caeruleus_eggs;Chordata;Actinopterygii;NA;NA;Zooplankton;Actinopterygii;Zooplankton;Eggs_larvae
mari;Algae;NA;NA;NA;NA;Algae;Benthic autotroph;Benthic autotroph;Benthic autotroph
mari;Caligoida;Arthropoda;Hexanauplia;Caligoida;NA;Copepoda;Hexanauplia;Zooplankton;Zoopk_crust
mari;Copepods_freeliving;Arthropoda;Hexanauplia;NA;NA;Copepoda;Hexanauplia;Zooplankton;Zoopk_crust
mari;Harpacticoida;Arthropoda;Hexanauplia;Harpacticoida;NA;Copepoda;Hexanauplia;Zooplankton;Zoopk_crust
mari;Cypris_larvae;Arthropoda;Hexanauplia;NA;NA;Zooplankton;Hexanauplia;Zooplankton;Eggs_larvae
mari;Solenogastrids_Chitons;Mollusca;Solenogastres;NA;NA;Solenogastres;Solenogastres;Solenogastres;Solenogastres
mari;Solenogastrids_Chitons;Mollusca;Polyplacophora;NA;NA;Polyplacophora;Polyplacophora;Polyplacophora;Polyplacophora
mari;Chitons frags;Mollusca;Polyplacophora;NA;NA;Polyplacophora;Polyplacophora;Polyplacophora;Polyplacophora
mari;Gastropoda_rockdwelling;Mollusca;Gastropoda;NA;NA;Gastropoda;Gastropoda;Gastropoda;Gastropoda
mari;Echinoids_frags;Echinodermata;Echinoidea;NA;NA;Echinoidea;Echinoidea;Echinoidea;Echinoidea
mari;Scleractinia_Pocillopora_damicornis;Cnidaria;Anthozoa;Scleractinia;Pocilloporidae;Scleractinia;Anthozoa;Anthozoa;Anthozoa
mari;Algae_clumps;NA;NA;NA;NA;Algae;Benthic autotroph;Benthic autotroph;Benthic autotroph
mari;Belonidae;Chordata;Actinopterygii;Beloniformes;Belonidae;Actinopterygii;Actinopterygii;Actinopterygii;Actinopterygii
mari;Arca_sp;Mollusca;Bivalvia;Arcoida;Arcidae;Bivalvia;Bivalvia;Bivalvia;Bivalvia
mari;Ophiurids_frags;Echinodermata;Ophiuroidea;NA;NA;Ophiuroidea;Ophiuroidea;Ophiuroidea;Ophiuroidea
mari;Beetles;Arthropoda;Insecta;Coleoptera;NA;Insecta;Insecta;Insecta;Insecta
mari;Algae_fronds_filaments_rocks;NA;NA;NA;NA;Algae;Benthic autotroph;Benthic autotroph;Benthic autotroph
mari;Ant;Arthropoda;Insecta;Hymenoptera;NA;Insecta;Insecta;Insecta;Insecta
mari;Housefly;Arthropoda;Insecta;Diptera;NA;Insecta;Insecta;Insecta;Insecta
mari;Palaemonidae_frags;Arthropoda;Malacostraca;Decapoda;Palaemonidae;Shrimp;Malacostraca;Decapoda;Decapoda
mari;Algae_scrapings_sand;NA;NA;NA;NA;Algae;Benthic autotroph;Benthic autotroph;Benthic autotroph
mari;Gastropoda_minute;Mollusca;Gastropoda;NA;NA;Gastropoda;Gastropoda;Gastropoda;Gastropoda
mari;Algae_scrapings_rocks;NA;NA;NA;NA;Algae;Benthic autotroph;Benthic autotroph;Benthic autotroph
mari;Scleractinia_Acropora;Cnidaria;Anthozoa;Scleractinia;Acroporidae;Scleractinia;Anthozoa;Anthozoa;Anthozoa
mari;Scleractinia_polyps_skeletalpowder;Cnidaria;Anthozoa;Scleractinia;NA;Scleractinia;Anthozoa;Anthozoa;Anthozoa
mari;Scleractinia_Pavona_varians;Cnidaria;Anthozoa;Scleractinia;Agariciidae;Scleractinia;Anthozoa;Anthozoa;Anthozoa
mari;Stylaster_sanguineus;Cnidaria;Hydrozoa;Anthoathecata;Stylasteridae;Hydrozoa;Medusozoa;Medusozoa;Hydrozoa
mari;Abudefdus_biocellatus;Chordata;Actinopterygii;Perciformes;Pomacentridae;Actinopterygii;Actinopterygii;Actinopterygii;Actinopterygii
mari;Gastropoda_shells;Mollusca;Gastropoda;NA;NA;Gastropoda;Gastropoda;Gastropoda;Gastropoda
mari;Vermetidae_tubes;Mollusca;Gastropoda;Littorinimorpha;Vermetidae;Gastropoda;Gastropoda;Gastropoda;Gastropoda
mari;Gastropoda;Mollusca;Gastropoda;Littorinimorpha;Cypraeidae;Gastropoda;Gastropoda;Gastropoda;Gastropoda
mari;Echinometra_mathaei;Echinodermata;Echinoidea;Echinoida;Echinometridae;Echinoidea;Echinoidea;Echinoidea;Echinoidea
mari;Eucidaris_sp;Echinodermata;Echinoidea;Cidaroida;Cidaridae;Echinoidea;Echinoidea;Echinoidea;Echinoidea
mari;Tunicates;Chordata;NA;NA;NA;Tunicata;Tunicata;Tunicata;Tunicata
mari;Chama_sp;Mollusca;Bivalvia;Veneroida;Chamidae;Bivalvia;Bivalvia;Bivalvia;Bivalvia
mari;Algae_fronds_filaments_limestone;NA;NA;NA;NA;Algae;Benthic autotroph;Benthic autotroph;Benthic autotroph
mari;Serpulids;Annelida;Polychaeta;Sabellida;Serpulidae;Annelida;Annelida;Worm;Worm
mari;Alcyonaria;Cnidaria;Anthozoa;NA;NA;Octocorallia;Anthozoa;Anthozoa;Anthozoa
mari;Dictyota_Padina_sp;Ochrophyta;Phaeophyceae;Dictyotales;Dictyotaceae;Algae;Benthic autotroph;Benthic autotroph;Benthic autotroph
mad;Filamentous_algae;NA;NA;NA;NA;Algae;Benthic autotroph;Benthic autotroph;Benthic autotroph
mad;Harpacticoida;Arthropoda;Hexanauplia;Harpacticoida;NA;Copepoda;Hexanauplia;Zooplankton;Zoopk_crust
mad;Macroalgae;NA;NA;NA;NA;Algae;Benthic autotroph;Benthic autotroph;Benthic autotroph
mad;Amphipodes;Arthropoda;Malacostraca;Amphipoda;NA;Amphipoda;Malacostraca;Zooplankton;Zoopk_crust
mad;Phanerogames;Tracheophyta;NA;NA;NA;Seagrass;Benthic autotroph;Benthic autotroph;Benthic autotroph
mad;Shrimp;Arthropoda;Malacostraca;Decapoda;NA;Shrimp;Malacostraca;Decapoda;Decapoda
mad;Polychaeta;Annelida;Polychaeta;NA;NA;Annelida;Annelida;Worm;Worm
mad;Echinides Podia;Echinodermata;Echinoidea;NA;NA;Echinoidea;Echinoidea;Echinoidea;Echinoidea
mad;Mardréporaires Polyps;Cnidaria;Anthozoa;Scleractinia;NA;Scleractinia;Anthozoa;Anthozoa;Anthozoa
mad;Fish_eggs;Chordata;Actinopterygii;NA;NA;Zooplankton;Actinopterygii;Zooplankton;Eggs_larvae
mad;Opistobranches;Mollusca;Gastropoda;NA;NA;Gastropoda;Gastropoda;Gastropoda;Gastropoda
mad;Cirripèdes panaches;Arthropoda;Hexanauplia;NA;NA;Cirripedia;Hexanauplia;Cirripedia;Cirripedia
mad;Calanoida;Arthropoda;Hexanauplia;Calanoida;NA;Copepoda;Hexanauplia;Zooplankton;Zoopk_crust
mad;Alcyonaires Polyps;Cnidaria;Anthozoa;NA;NA;Octocorallia;Anthozoa;Anthozoa;Anthozoa
mad;Pelecypodes;Mollusca;Bivalvia;NA;NA;Bivalvia;Bivalvia;Bivalvia;Bivalvia
mad;Ostracodes;Arthropoda;Ostracoda;NA;NA;Ostracoda;Ostracoda;Zooplankton;Zoopk_crust
mad;Madréporaires;Cnidaria;Anthozoa;Scleractinia;NA;Scleractinia;Anthozoa;Anthozoa;Anthozoa
mad;Foraminifera;Foraminifera;NA;NA;NA;Foraminifera;Foraminifera;Foraminifera;Foraminifera
mad;Gastropodes;Mollusca;Gastropoda;NA;NA;Gastropoda;Gastropoda;Gastropoda;Gastropoda
mad;Eponges;Porifera;NA;NA;NA;Porifera;Porifera;Porifera;Porifera
mad;Eponges_larvae;Porifera;NA;NA;NA;Zooplankton;Porifera;Zooplankton;Eggs_larvae
mad;Mollusques_eggs;Mollusca;NA;NA;NA;Zooplankton;Eggs;Zooplankton;Eggs_larvae
mad;Hydraires;Cnidaria;Hydrozoa;NA;NA;Hydrozoa;Medusozoa;Medusozoa;Hydrozoa
mad;Alcyonaires;Cnidaria;Anthozoa;NA;NA;Octocorallia;Anthozoa;Anthozoa;Anthozoa
mad;Pogonophores;Annelida;Polychaeta;Sabellida;Siboglinidae;Annelida;Annelida;Worm;Worm
mad;Ascidies;Chordata;Ascidiacea;NA;NA;Tunicata;Tunicata;Tunicata;Tunicata
mad;Cumacés;Arthropoda;Malacostraca;Cumacea;NA;Cumacea;Malacostraca;Zooplankton;Zoopk_crust
mad;Ascidies larves;Chordata;Ascidiacea;NA;NA;Zooplankton;Ascidiacea;Zooplankton;Eggs_larvae
mad;Isopods;Arthropoda;Malacostraca;Isopoda;NA;Isopoda;Malacostraca;Zooplankton;Zoopk_crust
mad;Fish;Chordata;Actinopterygii;NA;NA;Actinopterygii;Actinopterygii;Actinopterygii;Actinopterygii
mad;Fish_larvae;Chordata;Actinopterygii;NA;NA;Zooplankton;Actinopterygii;Zooplankton;Eggs_larvae
mad;Sipunculides;Sipuncula;NA;NA;NA;Sipuncula;Sipuncula;Worm;Worm
mad;Sp_unid;NA;NA;NA;NA;Unid;Unid;Unid;Unid
mad;Debris_OM;NA;NA;NA;NA;Detritus;Detritus;Detritus;Detritus
mad;Crabes;Arthropoda;Malacostraca;Decapoda;NA;Brachyura;Malacostraca;Decapoda;Decapoda
mad;Polychaetes larvae;Annelida;Polychaeta;NA;NA;Zooplankton;Annelida;Zooplankton;Eggs_larvae
mad;Brachyura_larvae;Arthropoda;Malacostraca;Decapoda;NA;Zooplankton;Malacostraca;Zooplankton;Eggs_larvae
mad;OM;NA;NA;NA;NA;Detritus;Detritus;Detritus;Detritus
mad;Nematodes;Nematoda;NA;NA;NA;Nematoda;Nematoda;Worm;Worm
mad;Cyclopoida;Arthropoda;Hexanauplia;Cyclopoida;NA;Copepoda;Hexanauplia;Zooplankton;Zoopk_crust
mad;Cirripèdes;Arthropoda;Hexanauplia;NA;NA;Cirripedia;Hexanauplia;Cirripedia;Cirripedia
mad;Appendiculaires;Chordata;Appendicularia;NA;NA;Tunicata;Tunicata;Zooplankton;Zoopk_transp
mad;Shrimp_larvae;Arthropoda;Malacostraca;Decapoda;NA;Zooplankton;Malacostraca;Zooplankton;Eggs_larvae
mad;Copepodes;Arthropoda;Hexanauplia;NA;NA;Copepoda;Hexanauplia;Zooplankton;Zoopk_crust
mad;Insecta_larvae;Arthropoda;Insecta;NA;NA;Insecta;Insecta;Insecta;Insecta
mad;Harpacticoida_Cycloida;Arthropoda;Hexanauplia;Harpacticoida;NA;Copepoda;Hexanauplia;Zooplankton;Zoopk_crust
mad;Harpacticoida_Cycloida;Arthropoda;Hexanauplia;Cyclopoida;NA;Copepoda;Hexanauplia;Zooplankton;Zoopk_crust
mad;Tanaid isopods;Arthropoda;Malacostraca;Tanaidacea;NA;Tanaidacea;Malacostraca;Zooplankton;Zoopk_crust
mad;Pagures;Arthropoda;Malacostraca;Decapoda;NA;Anomura;Malacostraca;Decapoda;Decapoda
mad;Pycnogonides;Arthropoda;Pycnogonida;NA;NA;Pycnogonida;Pycnogonida;Pycnogonida;Pycnogonida
mad;Brachyura;Arthropoda;Malacostraca;Decapoda;NA;Brachyura;Malacostraca;Decapoda;Decapoda
mad;Tanaidacés;Arthropoda;Malacostraca;Tanaidacea;NA;Tanaidacea;Malacostraca;Zooplankton;Zoopk_crust
mad;Algae;NA;NA;NA;NA;Algae;Benthic autotroph;Benthic autotroph;Benthic autotroph
mad;Galatheidae;Arthropoda;Malacostraca;Decapoda;Galatheidae;Anomura;Malacostraca;Decapoda;Decapoda
mad;Polyplacophores;Mollusca;Polyplacophora;NA;NA;Polyplacophora;Polyplacophora;Polyplacophora;Polyplacophora
mad;Ophiurides;Echinodermata;Ophiuroidea;NA;NA;Ophiuroidea;Ophiuroidea;Ophiuroidea;Ophiuroidea
mad;Bryozoaires;Bryozoa;NA;NA;NA;Bryozoa;Bryozoa;Bryozoa;Bryozoa
mad;Gorgonians;Cnidaria;Anthozoa;Alcyonacea;NA;Octocorallia;Anthozoa;Anthozoa;Anthozoa
mad;Crinoid;Echinodermata;Crinoidea;NA;NA;Crinoidea;Crinoidea;Crinoidea;Crinoidea
mad;Zoanthaires;Cnidaria;Anthozoa;Zoantharia;NA;Zoantharia;Anthozoa;Anthozoa;Anthozoa
mad;Actiniaires;Cnidaria;Anthozoa;Actiniaria;NA;Actiniaria;Anthozoa;Anthozoa;Anthozoa
mad;Sand;NA;NA;NA;NA;Inorganic;Inorganic;Inorganic;Inorganic
mad;Phanerogames débris;Tracheophyta;NA;NA;NA;Seagrass;Benthic autotroph;Benthic autotroph;Benthic autotroph
mad;Protochordates;Hemichordata;NA;NA;NA;Hemichordata;Hemichordata;Worm;Worm
mad;Stomatopoda;Arthropoda;Malacostraca;Stomatopoda;NA;Stomatopoda;Malacostraca;Stomatopoda;Stomatopoda
mad;Eggs;NA;NA;NA;NA;Zooplankton;Eggs;Zooplankton;Eggs_larvae
mad;Debris_unid;NA;NA;NA;NA;Detritus;Detritus;Detritus;Detritus
mad;Alpheids;Arthropoda;Malacostraca;Decapoda;Alpheidae;Shrimp;Malacostraca;Decapoda;Decapoda
mad;Echinides;Echinodermata;Echinoidea;NA;NA;Echinoidea;Echinoidea;Echinoidea;Echinoidea
mad;Holothurides;Echinodermata;Holothuroidea;NA;NA;Holothuroidea;Holothuroidea;Holothuroidea;Holothuroidea
mad;Echiures;Annelida;Polychaeta;Echiura;NA;Annelida;Annelida;Worm;Worm
mad;Gnathiids;Arthropoda;Malacostraca;Isopoda;Gnathiidae;Isopoda;Malacostraca;Zooplankton;Zoopk_crust
mad;Calanoida_Harpacticoida;Arthropoda;Hexanauplia;Harpacticoida;NA;Copepoda;Hexanauplia;Zooplankton;Zoopk_crust
mad;Calanoida_Harpacticoida;Arthropoda;Hexanauplia;Calanoida;NA;Copepoda;Hexanauplia;Zooplankton;Zoopk_crust
mad;Amphipodes;Arthropoda;Malacostraca;Calanoida;NA;Amphipoda;Malacostraca;Zooplankton;Zoopk_crust
mad;Cephalopode larvae;Mollusca;Cephalopoda;NA;NA;Zooplankton;Cephalopoda;Zooplankton;Eggs_larvae
mad;Calanoida_Cycloida;Arthropoda;Hexanauplia;Calanoida;NA;Copepoda;Hexanauplia;Zooplankton;Zoopk_crust
mad;Calanoida_Cycloida;Arthropoda;Hexanauplia;Decapoda;NA;Copepoda;Hexanauplia;Zooplankton;Zoopk_crust
mad;Calanoida_Cycloida;Arthropoda;Hexanauplia;Cyclopoida;NA;Copepoda;Hexanauplia;Zooplankton;Zoopk_crust
mad;Gastropoda_larvae;Mollusca;Gastropoda;NA;NA;Zooplankton;Gastropoda;Zooplankton;Eggs_larvae
mad;Filamentous_Diatoms_Cyanophyceae_Debris;NA;NA;NA;NA;Algae;Benthic autotroph;Benthic autotroph;Benthic autotroph
mad;Pelecypodes larvae;Mollusca;Bivalvia;NA;NA;Zooplankton;Bivalvia;Zooplankton;Eggs_larvae
mad;Stomatopoda_larvae;Arthropoda;Malacostraca;Stomatopoda;NA;Zooplankton;Malacostraca;Zooplankton;Eggs_larvae
mad;Insecta;Arthropoda;Insecta;NA;NA;Insecta;Insecta;Insecta;Insecta
mad;Harpacticoida_Cycloida;Arthropoda;Hexanauplia;NA;NA;Copepoda;Hexanauplia;Zooplankton;Zoopk_crust
mad;Cephalopodes;Mollusca;Cephalopoda;NA;NA;Cephalopoda;Cephalopoda;Cephalopoda;Cephalopoda
mad;Acariens;Arthropoda;Arachnida;NA;NA;Arachnida;Arachnida;Arachnida;Arachnida
mad;Arachnides;Arthropoda;Arachnida;NA;NA;Arachnida;Arachnida;Arachnida;Arachnida
mad;Seagrass;Tracheophyta;NA;NA;NA;Seagrass;Benthic autotroph;Benthic autotroph;Benthic autotroph
mad;Natantia;Arthropoda;Malacostraca;Decapoda;NA;Shrimp;Malacostraca;Decapoda;Decapoda
mad;Natantia larvae;Arthropoda;Malacostraca;Decapoda;NA;Zooplankton;Malacostraca;Zooplankton;Eggs_larvae
mad;Scaphopodes;Mollusca;Scaphopoda;NA;NA;Scaphopoda;Scaphopoda;Scaphopoda;Scaphopoda
mad;Harpacticoida_Cycloida;Arthropoda;Hexanauplia;Cycloida;NA;Copepoda;Hexanauplia;Zooplankton;Zoopk_crust
mad;Caligoida_parasite;Arthropoda;Hexanauplia;Caligoida;NA;Copepoda;Hexanauplia;Zooplankton;Zoopk_crust
mad;Gnathiids_parasite_larvae;Arthropoda;Malacostraca;Isopoda;Gnathiidae;Zooplankton;Malacostraca;Zooplankton;Eggs_larvae
mad;Fish_scales_skin;Chordata;Actinopterygii;NA;NA;Actinopterygii;Actinopterygii;Actinopterygii;Actinopterygii
mad;Scyllarus;Arthropoda;Malacostraca;Decapoda;Scyllaridae;Achelata;Malacostraca;Decapoda;Decapoda
mad;Cephalochordates;Chordata;NA;NA;NA;Cephalochordata;Cephalochordata;Cephalochordata;Cephalochordata
mad;Sand_OM;NA;NA;NA;NA;Detritus;Detritus;Detritus;Detritus
mad;Gastropoda_eggs;Mollusca;Gastropoda;NA;NA;Zooplankton;Gastropoda;Zooplankton;Eggs_larvae
mad;Galatheides;Arthropoda;Malacostraca;Decapoda;Galatheidae;Anomura;Malacostraca;Decapoda;Decapoda
mad;Eponges_buds;Porifera;NA;NA;NA;Porifera;Porifera;Porifera;Porifera
mad;Monstrilloida;Arthropoda;Hexanauplia;Monstrilloida;NA;Copepoda;Hexanauplia;Zooplankton;Zoopk_crust
mad;Cyanophycea_Diatoms_Filamentous-algae;NA;NA;NA;NA;Algae;Benthic autotroph;Benthic autotroph;Benthic autotroph
